Dataset,Model,fold,true_acc,nuclear_norm,cot,N
IWildCam,resnet,brightness_0.375,0.5725,3.5777,0.35751,2000
IWildCam,resnet,brightness_0.4,0.5745,3.67902,0.35782,2000
IWildCam,resnet,brightness_0.42500000000000004,0.567,3.68675,0.38977,2000
IWildCam,resnet,brightness_0.45,0.574,3.66611,0.37339,2000
IWildCam,resnet,brightness_0.47500000000000003,0.558,3.66052,0.366,2000
IWildCam,resnet,brightness_0.5,0.565,3.6569,0.35555,2000
IWildCam,resnet,contrast_0.025,0.569,3.63139,0.36802,2000
IWildCam,resnet,contrast_0.05,0.5775,3.582,0.37271,2000
IWildCam,resnet,contrast_0.07500000000000001,0.555,3.57675,0.40431,2000
IWildCam,resnet,contrast_0.1,0.5485,3.4664,0.41976,2000
IWildCam,resnet,contrast_0.125,0.549,3.35821,0.4249,2000
IWildCam,resnet,contrast_0.15000000000000002,0.528,3.15602,0.46394,2000
IWildCam,resnet,contrast_0.17500000000000002,0.4945,3.08398,0.46047,2000
IWildCam,resnet,contrast_0.2,0.454,2.95045,0.49144,2000
IWildCam,resnet,contrast_0.225,0.4605,2.90247,0.49296,2000
IWildCam,resnet,contrast_0.25,0.4355,2.83021,0.52663,2000
IWildCam,resnet,contrast_0.275,0.4085,2.75267,0.54277,2000
IWildCam,resnet,contrast_0.30000000000000004,0.375,2.71233,0.54642,2000
IWildCam,resnet,contrast_0.325,0.363,2.61304,0.57129,2000
IWildCam,resnet,contrast_0.35000000000000003,0.3845,2.616,0.5412,2000
IWildCam,resnet,contrast_0.375,0.363,2.65734,0.56806,2000
IWildCam,resnet,contrast_0.4,0.3985,2.66439,0.52105,2000
IWildCam,resnet,contrast_0.42500000000000004,0.393,2.71868,0.5156,2000
IWildCam,resnet,contrast_0.45,0.4235,2.75998,0.51549,2000
IWildCam,resnet,contrast_0.47500000000000003,0.416,2.87647,0.5346,2000
IWildCam,resnet,contrast_0.5,0.4235,2.84637,0.51134,2000
IWildCam,resnet,smear_0.025,0.5595,3.68792,0.45247,2000
IWildCam,resnet,smear_0.05,0.5515,3.67133,0.48766,2000
IWildCam,resnet,smear_0.07500000000000001,0.577,3.63849,0.44422,2000
IWildCam,resnet,smear_0.1,0.571,3.64452,0.46303,2000
IWildCam,resnet,smear_0.125,0.56,3.61559,0.45775,2000
IWildCam,resnet,smear_0.15000000000000002,0.528,3.50592,0.43016,2000
IWildCam,resnet,smear_0.17500000000000002,0.4895,3.5379,0.48175,2000
IWildCam,resnet,smear_0.2,0.49,3.4501,0.50091,2000
IWildCam,resnet,smear_0.225,0.4575,3.4445,0.57479,2000
IWildCam,resnet,smear_0.25,0.4765,3.4373,0.58706,2000
IWildCam,resnet,smear_0.275,0.4485,3.41949,0.59582,2000
IWildCam,resnet,smear_0.30000000000000004,0.483,3.41361,0.56953,2000
IWildCam,resnet,smear_0.325,0.465,3.38674,0.55451,2000
IWildCam,resnet,smear_0.35000000000000003,0.4655,3.31281,0.55274,2000
IWildCam,resnet,smear_0.375,0.463,3.24296,0.55017,2000
IWildCam,resnet,smear_0.4,0.4685,3.20182,0.52803,2000
IWildCam,resnet,smear_0.42500000000000004,0.4545,3.12886,0.58453,2000
IWildCam,resnet,smear_0.45,0.429,3.12196,0.58735,2000
IWildCam,resnet,smear_0.47500000000000003,0.4395,3.20896,0.57793,2000
IWildCam,resnet,smear_0.5,0.418,3.22911,0.61547,2000
IWildCam,resnet,fog_0.025,0.5665,3.73994,0.39229,2000
IWildCam,resnet,fog_0.05,0.581,3.57228,0.36839,2000
IWildCam,resnet,fog_0.07500000000000001,0.558,3.6992,0.38369,2000
IWildCam,resnet,fog_0.1,0.5635,3.67695,0.40552,2000
IWildCam,resnet,fog_0.125,0.575,3.65776,0.38046,2000
IWildCam,resnet,fog_0.15000000000000002,0.5815,3.65663,0.36633,2000
IWildCam,resnet,fog_0.17500000000000002,0.562,3.65565,0.38152,2000
IWildCam,resnet,fog_0.2,0.575,3.66422,0.39639,2000
IWildCam,resnet,fog_0.225,0.556,3.65854,0.39356,2000
IWildCam,resnet,fog_0.25,0.562,3.64276,0.3753,2000
IWildCam,resnet,fog_0.275,0.5295,3.37113,0.5762,2000
IWildCam,resnet,fog_0.30000000000000004,0.5195,3.45233,0.5748,2000
IWildCam,resnet,fog_0.325,0.5215,3.36487,0.5894,2000
IWildCam,resnet,fog_0.35000000000000003,0.509,3.42381,0.58467,2000
IWildCam,resnet,fog_0.375,0.5115,3.42851,0.57081,2000
IWildCam,resnet,fog_0.4,0.51,3.34823,0.56682,2000
IWildCam,resnet,fog_0.42500000000000004,0.2475,2.63722,0.91836,2000
IWildCam,resnet,fog_0.45,0.2725,2.6294,0.88864,2000
IWildCam,resnet,fog_0.47500000000000003,0.2595,2.61039,0.90736,2000
IWildCam,resnet,fog_0.5,0.264,2.63108,0.91466,2000
IWildCam,resnet,jpeg_0.025,0.55,3.68355,0.38532,2000
IWildCam,resnet,jpeg_0.05,0.5645,3.73763,0.40744,2000
IWildCam,resnet,jpeg_0.07500000000000001,0.573,3.63763,0.36954,2000
IWildCam,resnet,jpeg_0.1,0.563,3.65798,0.36141,2000
IWildCam,resnet,jpeg_0.125,0.569,3.59635,0.36399,2000
IWildCam,resnet,jpeg_0.15000000000000002,0.5645,3.64448,0.38527,2000
IWildCam,resnet,jpeg_0.17500000000000002,0.5575,3.58781,0.35396,2000
IWildCam,resnet,jpeg_0.2,0.557,3.66327,0.39376,2000
IWildCam,resnet,jpeg_0.225,0.5505,3.64704,0.37326,2000
IWildCam,resnet,jpeg_0.25,0.553,3.59761,0.38374,2000
IWildCam,resnet,jpeg_0.275,0.546,3.57275,0.38924,2000
IWildCam,resnet,jpeg_0.30000000000000004,0.5575,3.64476,0.37664,2000
IWildCam,resnet,jpeg_0.325,0.5515,3.57361,0.37984,2000
IWildCam,resnet,jpeg_0.35000000000000003,0.558,3.57794,0.38425,2000
IWildCam,resnet,jpeg_0.375,0.549,3.66429,0.38903,2000
IWildCam,resnet,jpeg_0.4,0.552,3.59298,0.35797,2000
IWildCam,resnet,jpeg_0.42500000000000004,0.563,3.67906,0.38511,2000
IWildCam,resnet,jpeg_0.45,0.5725,3.59528,0.35956,2000
IWildCam,resnet,jpeg_0.47500000000000003,0.555,3.70443,0.41708,2000
IWildCam,resnet,jpeg_0.5,0.559,3.62715,0.41081,2000
IWildCam,vit,ind_val,0.637,3.51374,0.0,2000
IWildCam,vit,ind_test,0.432,3.82991,0.42319,2000
IWildCam,vit,OoD Val,0.3105,3.5394,0.59542,2000
IWildCam,vit,OoD Test,0.4635,3.15518,0.31753,2000
IWildCam,vit,noise_0.025,0.444,3.75003,0.40035,2000
IWildCam,vit,noise_0.05,0.4415,3.75988,0.36084,2000
IWildCam,vit,noise_0.07500000000000001,0.4115,3.66206,0.35243,2000
IWildCam,vit,noise_0.1,0.441,3.57817,0.30889,2000
IWildCam,vit,noise_0.125,0.3995,3.40039,0.29759,2000
IWildCam,vit,noise_0.15000000000000002,0.404,3.27773,0.35191,2000
IWildCam,vit,noise_0.17500000000000002,0.3925,3.28467,0.34258,2000
IWildCam,vit,noise_0.2,0.39,3.09233,0.35189,2000
IWildCam,vit,noise_0.225,0.357,2.99562,0.38695,2000
IWildCam,vit,noise_0.25,0.333,2.90454,0.43332,2000
IWildCam,vit,noise_0.275,0.323,2.85009,0.482,2000
IWildCam,vit,noise_0.30000000000000004,0.286,2.68973,0.51786,2000
IWildCam,vit,noise_0.325,0.3015,2.63781,0.57066,2000
IWildCam,vit,noise_0.35000000000000003,0.2765,2.5458,0.62207,2000
IWildCam,vit,noise_0.375,0.276,2.46208,0.66452,2000
IWildCam,vit,noise_0.4,0.2775,2.412,0.70307,2000
IWildCam,vit,noise_0.42500000000000004,0.275,2.36545,0.73426,2000
IWildCam,vit,noise_0.45,0.2845,2.2665,0.77003,2000
IWildCam,vit,noise_0.47500000000000003,0.251,2.24731,0.79648,2000
IWildCam,vit,noise_0.5,0.268,2.17239,0.8283,2000
IWildCam,vit,multnoise_0.025,0.4235,3.84122,0.40378,2000
IWildCam,vit,multnoise_0.05,0.4515,3.78797,0.42366,2000
IWildCam,vit,multnoise_0.07500000000000001,0.43,3.85569,0.43746,2000
IWildCam,vit,multnoise_0.1,0.4465,3.75321,0.39846,2000
IWildCam,vit,multnoise_0.125,0.43,3.74731,0.42486,2000
IWildCam,vit,multnoise_0.15000000000000002,0.4155,3.81386,0.43617,2000
IWildCam,vit,multnoise_0.17500000000000002,0.4225,3.7114,0.42319,2000
IWildCam,vit,multnoise_0.2,0.4135,3.64454,0.41031,2000
IWildCam,vit,multnoise_0.225,0.412,3.64026,0.40267,2000
IWildCam,vit,multnoise_0.25,0.3875,3.65214,0.41711,2000
IWildCam,vit,multnoise_0.275,0.382,3.54809,0.40995,2000
IWildCam,vit,multnoise_0.30000000000000004,0.376,3.47796,0.40878,2000
IWildCam,vit,multnoise_0.325,0.3625,3.51595,0.38414,2000
IWildCam,vit,multnoise_0.35000000000000003,0.3545,3.47834,0.40451,2000
IWildCam,vit,multnoise_0.375,0.3715,3.33731,0.39025,2000
IWildCam,vit,multnoise_0.4,0.3525,3.36312,0.38407,2000
IWildCam,vit,multnoise_0.42500000000000004,0.3645,3.17307,0.38204,2000
IWildCam,vit,multnoise_0.45,0.3285,3.14383,0.41743,2000
IWildCam,vit,multnoise_0.47500000000000003,0.3275,3.05816,0.44584,2000
IWildCam,vit,multnoise_0.5,0.316,2.97697,0.50364,2000
IWildCam,vit,hue_0.025,0.433,3.86968,0.42015,2000
IWildCam,vit,hue_0.05,0.434,3.7876,0.39391,2000
IWildCam,vit,hue_0.07500000000000001,0.411,3.80203,0.41026,2000
IWildCam,vit,hue_0.1,0.415,3.76196,0.41563,2000
IWildCam,vit,hue_0.125,0.3975,3.65646,0.35081,2000
IWildCam,vit,hue_0.15000000000000002,0.359,3.31479,0.32708,2000
IWildCam,vit,hue_0.17500000000000002,0.347,3.04467,0.45697,2000
IWildCam,vit,hue_0.2,0.314,2.85786,0.53265,2000
IWildCam,vit,hue_0.225,0.3115,2.77214,0.54316,2000
IWildCam,vit,hue_0.25,0.303,2.66502,0.60447,2000
IWildCam,vit,hue_0.275,0.2955,2.54217,0.63192,2000
IWildCam,vit,hue_0.30000000000000004,0.275,2.50078,0.64442,2000
IWildCam,vit,hue_0.325,0.2865,2.50045,0.62427,2000
IWildCam,vit,hue_0.35000000000000003,0.268,2.62299,0.62857,2000
IWildCam,vit,hue_0.375,0.2565,2.75543,0.59801,2000
IWildCam,vit,hue_0.4,0.231,2.81216,0.60003,2000
IWildCam,vit,hue_0.42500000000000004,0.2305,2.87338,0.65749,2000
IWildCam,vit,hue_0.45,0.2555,2.87105,0.67327,2000
IWildCam,vit,hue_0.47500000000000003,0.258,2.836,0.67995,2000
IWildCam,vit,hue_0.5,0.259,2.77131,0.66166,2000
IWildCam,vit,saltpepper_0.025,0.252,1.77319,0.77893,2000
IWildCam,vit,saltpepper_0.05,0.257,1.82302,0.76179,2000
IWildCam,vit,saltpepper_0.07500000000000001,0.2525,1.80017,0.77765,2000
IWildCam,vit,saltpepper_0.1,0.25,1.8352,0.76494,2000
IWildCam,vit,saltpepper_0.125,0.254,1.81823,0.76828,2000
IWildCam,vit,saltpepper_0.15000000000000002,0.244,1.80989,0.76023,2000
IWildCam,vit,saltpepper_0.17500000000000002,0.268,1.83767,0.77158,2000
IWildCam,vit,saltpepper_0.2,0.2595,1.82605,0.78566,2000
IWildCam,vit,saltpepper_0.225,0.256,1.8231,0.78418,2000
IWildCam,vit,saltpepper_0.25,0.263,1.79049,0.82048,2000
IWildCam,vit,saltpepper_0.275,0.2425,1.79954,0.80998,2000
IWildCam,vit,saltpepper_0.30000000000000004,0.267,1.83754,0.82935,2000
IWildCam,vit,saltpepper_0.325,0.243,1.79811,0.85144,2000
IWildCam,vit,saltpepper_0.35000000000000003,0.271,1.81454,0.84152,2000
IWildCam,vit,saltpepper_0.375,0.2615,1.81535,0.85138,2000
IWildCam,vit,saltpepper_0.4,0.245,1.78658,0.85768,2000
IWildCam,vit,saltpepper_0.42500000000000004,0.2465,1.82284,0.84408,2000
IWildCam,vit,saltpepper_0.45,0.264,1.82665,0.85765,2000
IWildCam,vit,saltpepper_0.47500000000000003,0.2405,1.80223,0.87931,2000
IWildCam,vit,saltpepper_0.5,0.252,1.822,0.8741,2000
IWildCam,vit,brightness_0.025,0.4425,3.83586,0.44109,2000
IWildCam,vit,brightness_0.05,0.441,3.87385,0.41622,2000
IWildCam,vit,brightness_0.07500000000000001,0.4625,3.81856,0.40188,2000
IWildCam,vit,brightness_0.1,0.436,3.79948,0.42069,2000
IWildCam,vit,brightness_0.125,0.4485,3.76389,0.39064,2000
IWildCam,vit,brightness_0.15000000000000002,0.437,3.79897,0.41683,2000
IWildCam,vit,brightness_0.17500000000000002,0.436,3.84083,0.41067,2000
IWildCam,vit,brightness_0.2,0.432,3.76988,0.40943,2000
IWildCam,vit,brightness_0.225,0.441,3.79225,0.38297,2000
IWildCam,vit,brightness_0.25,0.4425,3.71576,0.38909,2000
IWildCam,vit,brightness_0.275,0.4165,3.72289,0.41129,2000
IWildCam,vit,brightness_0.30000000000000004,0.4145,3.70161,0.39857,2000
IWildCam,vit,brightness_0.325,0.411,3.58541,0.39705,2000
IWildCam,vit,brightness_0.35000000000000003,0.402,3.6811,0.40744,2000
IWildCam,vit,brightness_0.375,0.432,3.80991,0.40318,2000
IWildCam,vit,brightness_0.4,0.426,3.7613,0.41229,2000
IWildCam,vit,brightness_0.42500000000000004,0.44,3.84546,0.41721,2000
IWildCam,vit,brightness_0.45,0.445,3.81992,0.4298,2000
IWildCam,vit,brightness_0.47500000000000003,0.4525,3.78563,0.39716,2000
IWildCam,vit,brightness_0.5,0.456,3.80774,0.42114,2000
IWildCam,vit,contrast_0.025,0.455,3.77846,0.39886,2000
IWildCam,vit,contrast_0.05,0.4535,3.71954,0.39351,2000
IWildCam,vit,contrast_0.07500000000000001,0.449,3.61111,0.40426,2000
IWildCam,vit,contrast_0.1,0.431,3.573,0.4037,2000
IWildCam,vit,contrast_0.125,0.391,3.5236,0.42273,2000
IWildCam,vit,contrast_0.15000000000000002,0.3865,3.44008,0.43811,2000
IWildCam,vit,contrast_0.17500000000000002,0.3785,3.38699,0.45996,2000
IWildCam,vit,contrast_0.2,0.353,3.30389,0.45265,2000
IWildCam,vit,contrast_0.225,0.3435,3.29995,0.48868,2000
IWildCam,vit,contrast_0.25,0.323,3.28342,0.51319,2000
IWildCam,vit,contrast_0.275,0.3135,3.2682,0.52535,2000
IWildCam,vit,contrast_0.30000000000000004,0.283,3.2029,0.5775,2000
IWildCam,vit,contrast_0.325,0.2405,3.14016,0.66974,2000
IWildCam,vit,contrast_0.35000000000000003,0.215,3.14852,0.68467,2000
IWildCam,vit,contrast_0.375,0.262,3.16142,0.6313,2000
IWildCam,vit,contrast_0.4,0.282,3.15369,0.59594,2000
IWildCam,vit,contrast_0.42500000000000004,0.279,3.24937,0.54565,2000
IWildCam,vit,contrast_0.45,0.31,3.25986,0.53492,2000
IWildCam,vit,contrast_0.47500000000000003,0.328,3.31983,0.52755,2000
IWildCam,vit,contrast_0.5,0.3365,3.29232,0.51379,2000
IWildCam,vit,smear_0.025,0.4395,3.81524,0.41534,2000
IWildCam,vit,smear_0.05,0.4425,3.79337,0.42889,2000
IWildCam,vit,smear_0.07500000000000001,0.4455,3.77226,0.39081,2000
IWildCam,vit,smear_0.1,0.447,3.81388,0.39341,2000
IWildCam,vit,smear_0.125,0.44,3.82289,0.37981,2000
IWildCam,vit,smear_0.15000000000000002,0.4295,3.74482,0.37201,2000
IWildCam,vit,smear_0.17500000000000002,0.376,3.41688,0.43838,2000
IWildCam,vit,smear_0.2,0.429,3.74228,0.43187,2000
IWildCam,vit,smear_0.225,0.417,3.68284,0.44928,2000
IWildCam,vit,smear_0.25,0.418,3.73522,0.4452,2000
IWildCam,vit,smear_0.275,0.432,3.76248,0.42152,2000
IWildCam,vit,smear_0.30000000000000004,0.4025,3.76358,0.39527,2000
IWildCam,vit,smear_0.325,0.4165,3.77444,0.41672,2000
IWildCam,vit,smear_0.35000000000000003,0.4285,3.61895,0.37229,2000
IWildCam,vit,smear_0.375,0.4105,3.50647,0.39911,2000
IWildCam,vit,smear_0.4,0.41,3.64643,0.38858,2000
IWildCam,vit,smear_0.42500000000000004,0.4165,3.67492,0.40727,2000
IWildCam,vit,smear_0.45,0.4095,3.68324,0.41739,2000
IWildCam,vit,smear_0.47500000000000003,0.423,3.63665,0.41824,2000
IWildCam,vit,smear_0.5,0.4045,3.52634,0.39154,2000
IWildCam,vit,fog_0.025,0.427,3.80192,0.4444,2000
IWildCam,vit,fog_0.05,0.458,3.85575,0.40656,2000
IWildCam,vit,fog_0.07500000000000001,0.4395,3.81381,0.43612,2000
IWildCam,vit,fog_0.1,0.427,3.79086,0.43244,2000
IWildCam,vit,fog_0.125,0.437,3.82471,0.41068,2000
IWildCam,vit,fog_0.15000000000000002,0.4465,3.78484,0.43227,2000
IWildCam,vit,fog_0.17500000000000002,0.447,3.81073,0.40682,2000
IWildCam,vit,fog_0.2,0.4545,3.80199,0.44146,2000
IWildCam,vit,fog_0.225,0.452,3.84444,0.4148,2000
IWildCam,vit,fog_0.25,0.4405,3.83506,0.45032,2000
IWildCam,vit,fog_0.275,0.4355,3.75367,0.44654,2000
IWildCam,vit,fog_0.30000000000000004,0.443,3.75782,0.43393,2000
IWildCam,vit,fog_0.325,0.454,3.79477,0.41978,2000
IWildCam,vit,fog_0.35000000000000003,0.4405,3.80524,0.4296,2000
IWildCam,vit,fog_0.375,0.449,3.8641,0.43397,2000
IWildCam,vit,fog_0.4,0.44,3.7961,0.44876,2000
IWildCam,vit,fog_0.42500000000000004,0.4455,3.76308,0.43123,2000
IWildCam,vit,fog_0.45,0.4455,3.68301,0.403,2000
IWildCam,vit,fog_0.47500000000000003,0.435,3.72902,0.42774,2000
IWildCam,vit,fog_0.5,0.436,3.6866,0.43526,2000
IWildCam,vit,jpeg_0.025,0.4385,3.8417,0.41886,2000
IWildCam,vit,jpeg_0.05,0.4505,3.83246,0.43282,2000
IWildCam,vit,jpeg_0.07500000000000001,0.4365,3.86485,0.41628,2000
IWildCam,vit,jpeg_0.1,0.4505,3.84425,0.41479,2000
IWildCam,vit,jpeg_0.125,0.44,3.84289,0.42906,2000
IWildCam,vit,jpeg_0.15000000000000002,0.4405,3.85228,0.42812,2000
IWildCam,vit,jpeg_0.17500000000000002,0.427,3.79256,0.43714,2000
IWildCam,vit,jpeg_0.2,0.44,3.81091,0.43663,2000
IWildCam,vit,jpeg_0.225,0.4405,3.86297,0.43258,2000
IWildCam,vit,jpeg_0.25,0.458,3.84974,0.39381,2000
IWildCam,vit,jpeg_0.275,0.434,3.76932,0.41809,2000
IWildCam,vit,jpeg_0.30000000000000004,0.4415,3.83262,0.43371,2000
IWildCam,vit,jpeg_0.325,0.458,3.79111,0.40369,2000
IWildCam,vit,jpeg_0.35000000000000003,0.4675,3.85583,0.42291,2000
IWildCam,vit,jpeg_0.375,0.4575,3.78511,0.41634,2000
IWildCam,vit,jpeg_0.4,0.428,3.81464,0.42732,2000
IWildCam,vit,jpeg_0.42500000000000004,0.4285,3.89034,0.44068,2000
IWildCam,vit,jpeg_0.45,0.461,3.86134,0.40989,2000
IWildCam,vit,jpeg_0.47500000000000003,0.447,3.88085,0.41774,2000
IWildCam,vit,jpeg_0.5,0.4555,3.82303,0.39271,2000
