Dataset,Model,fold,true_acc,nuclear_norm,cot,N
Office31,resnet,multnoise_0.35000000000000003,0.02574,1.35938,1.83529,272
Office31,resnet,multnoise_0.375,0.02574,1.33296,1.85085,272
Office31,resnet,multnoise_0.4,0.02574,1.31363,1.85682,272
Office31,resnet,multnoise_0.42500000000000004,0.02574,1.26775,1.87332,272
Office31,resnet,multnoise_0.45,0.02574,1.27261,1.87451,272
Office31,resnet,multnoise_0.47500000000000003,0.02206,1.25277,1.88426,272
Office31,resnet,multnoise_0.5,0.02574,1.22603,1.88631,272
Office31,resnet,hue_0.025,0.82721,5.13927,0.38833,272
Office31,resnet,hue_0.05,0.82721,5.15181,0.3645,272
Office31,resnet,hue_0.07500000000000001,0.81985,5.13283,0.38663,272
Office31,resnet,hue_0.1,0.82353,5.15622,0.37265,272
Office31,resnet,hue_0.125,0.82353,5.1372,0.37829,272
Office31,resnet,hue_0.15000000000000002,0.8125,5.14851,0.39297,272
Office31,resnet,hue_0.17500000000000002,0.80882,5.15286,0.38353,272
Office31,resnet,hue_0.2,0.80515,5.15085,0.42288,272
Office31,resnet,hue_0.225,0.79412,5.14288,0.422,272
Office31,resnet,hue_0.25,0.78676,5.14204,0.41235,272
Office31,resnet,hue_0.275,0.77941,5.1229,0.43139,272
Office31,resnet,hue_0.30000000000000004,0.77574,5.11381,0.42772,272
Office31,resnet,hue_0.325,0.77206,5.08366,0.4465,272
Office31,resnet,hue_0.35000000000000003,0.76471,5.0921,0.45443,272
Office31,resnet,hue_0.375,0.76838,5.1054,0.42346,272
Office31,resnet,hue_0.4,0.76103,5.08893,0.43318,272
Office31,resnet,hue_0.42500000000000004,0.75735,5.06805,0.42851,272
Office31,resnet,hue_0.45,0.76103,5.08047,0.44056,272
Office31,resnet,hue_0.47500000000000003,0.74632,5.06721,0.42933,272
Office31,resnet,hue_0.5,0.76103,5.07843,0.41714,272
Office31,resnet,saltpepper_0.025,0.05147,1.56842,1.73302,272
Office31,resnet,saltpepper_0.05,0.05515,1.50189,1.74042,272
Office31,resnet,saltpepper_0.07500000000000001,0.04779,1.46875,1.746,272
Office31,resnet,saltpepper_0.1,0.04412,1.43557,1.77418,272
Office31,resnet,saltpepper_0.125,0.04779,1.38933,1.8006,272
Office31,resnet,saltpepper_0.15000000000000002,0.04779,1.35993,1.81795,272
Office31,resnet,saltpepper_0.17500000000000002,0.04412,1.35059,1.80764,272
Office31,resnet,saltpepper_0.2,0.04779,1.32192,1.81755,272
Office31,resnet,saltpepper_0.225,0.02941,1.28466,1.8258,272
Office31,resnet,saltpepper_0.25,0.03309,1.2666,1.83003,272
Office31,resnet,saltpepper_0.275,0.03309,1.25932,1.82997,272
Office31,resnet,saltpepper_0.30000000000000004,0.02941,1.24709,1.8331,272
Office31,resnet,saltpepper_0.325,0.02941,1.23488,1.83628,272
Office31,resnet,saltpepper_0.35000000000000003,0.02941,1.22464,1.8413,272
Office31,resnet,saltpepper_0.375,0.02574,1.16188,1.85583,272
Office31,resnet,saltpepper_0.4,0.02574,1.22075,1.84182,272
Office31,resnet,saltpepper_0.42500000000000004,0.02941,1.22306,1.83866,272
Office31,resnet,saltpepper_0.45,0.02574,1.21282,1.84649,272
Office31,resnet,saltpepper_0.47500000000000003,0.02941,1.20935,1.85332,272
Office31,resnet,saltpepper_0.5,0.02574,1.19648,1.8694,272
Office31,resnet,brightness_0.025,0.81985,5.13872,0.37916,272
Office31,resnet,brightness_0.05,0.8125,5.11798,0.38636,272
Office31,resnet,brightness_0.07500000000000001,0.80147,5.11314,0.38487,272
Office31,resnet,brightness_0.1,0.79412,5.08775,0.3795,272
Office31,resnet,brightness_0.125,0.79779,5.06389,0.38875,272
Office31,resnet,brightness_0.15000000000000002,0.79779,5.03278,0.4235,272
Office31,resnet,brightness_0.17500000000000002,0.77941,5.01629,0.43127,272
Office31,resnet,brightness_0.2,0.76838,4.97823,0.47452,272
Office31,resnet,brightness_0.225,0.77206,4.98028,0.44113,272
Office31,resnet,brightness_0.25,0.76471,4.94738,0.48438,272
Office31,resnet,brightness_0.275,0.75368,4.93602,0.45739,272
Office31,resnet,brightness_0.30000000000000004,0.75368,4.9227,0.48508,272
Office31,resnet,brightness_0.325,0.75368,4.91912,0.45921,272
Office31,resnet,brightness_0.35000000000000003,0.76103,4.92982,0.46394,272
Office31,resnet,brightness_0.375,0.77206,4.96415,0.45842,272
Office31,resnet,brightness_0.4,0.79779,5.0256,0.42234,272
Office31,resnet,brightness_0.42500000000000004,0.80147,5.09293,0.3953,272
Office31,resnet,brightness_0.45,0.81985,5.13839,0.38492,272
Office31,resnet,brightness_0.47500000000000003,0.82353,5.13801,0.36757,272
Office31,resnet,brightness_0.5,0.8125,5.17013,0.38189,272
Office31,resnet,contrast_0.025,0.82353,5.14113,0.37346,272
Office31,resnet,contrast_0.05,0.81985,5.14422,0.39585,272
Office31,resnet,contrast_0.07500000000000001,0.80147,5.12281,0.39429,272
Office31,resnet,contrast_0.1,0.80882,5.10033,0.40339,272
Office31,resnet,contrast_0.125,0.80515,5.06062,0.42231,272
Office31,resnet,contrast_0.15000000000000002,0.79779,5.03869,0.44572,272
Office31,resnet,contrast_0.17500000000000002,0.79412,5.03469,0.44087,272
Office31,resnet,contrast_0.2,0.76838,5.00566,0.47289,272
Office31,resnet,contrast_0.225,0.75,4.97148,0.47902,272
Office31,resnet,contrast_0.25,0.73162,4.95121,0.50822,272
Office31,resnet,contrast_0.275,0.72426,4.92483,0.51848,272
Office31,resnet,contrast_0.30000000000000004,0.69485,4.84933,0.56651,272
Office31,resnet,contrast_0.325,0.68015,4.78086,0.59121,272
Office31,resnet,contrast_0.35000000000000003,0.66912,4.78516,0.58477,272
Office31,resnet,contrast_0.375,0.68382,4.81536,0.57309,272
Office31,resnet,contrast_0.4,0.69853,4.83864,0.55835,272
Office31,resnet,contrast_0.42500000000000004,0.70588,4.89427,0.53394,272
Office31,resnet,contrast_0.45,0.72426,4.92511,0.52241,272
Office31,resnet,contrast_0.47500000000000003,0.72794,4.94982,0.51201,272
Office31,resnet,contrast_0.5,0.73529,4.95544,0.50713,272
Office31,resnet,smear_0.025,0.81618,5.11135,0.37286,272
Office31,resnet,smear_0.05,0.80147,5.15975,0.37403,272
Office31,resnet,smear_0.07500000000000001,0.82353,5.15279,0.368,272
Office31,resnet,smear_0.1,0.80882,5.13942,0.36222,272
Office31,resnet,smear_0.125,0.79779,5.14903,0.3581,272
Office31,resnet,smear_0.15000000000000002,0.8125,5.17081,0.3856,272
Office31,resnet,smear_0.17500000000000002,0.77941,5.16264,0.35782,272
Office31,resnet,smear_0.2,0.78676,5.1461,0.35789,272
Office31,resnet,smear_0.225,0.78676,5.14797,0.3674,272
Office31,resnet,smear_0.25,0.79412,5.14993,0.36383,272
Office31,resnet,smear_0.275,0.77941,5.11876,0.35654,272
Office31,resnet,smear_0.30000000000000004,0.77941,5.09972,0.38125,272
Office31,resnet,smear_0.325,0.76838,5.11925,0.37465,272
Office31,resnet,smear_0.35000000000000003,0.76471,5.08596,0.37213,272
Office31,resnet,smear_0.375,0.73897,5.04643,0.38691,272
Office31,resnet,smear_0.4,0.73529,5.04228,0.37275,272
Office31,resnet,smear_0.42500000000000004,0.73529,4.99973,0.38497,272
Office31,resnet,smear_0.45,0.71324,4.96522,0.42922,272
Office31,resnet,smear_0.47500000000000003,0.71691,4.94268,0.43427,272
Office31,resnet,smear_0.5,0.69485,4.92642,0.40832,272
Office31,resnet,fog_0.025,0.82721,5.13382,0.38943,272
Office31,resnet,fog_0.05,0.83824,5.16321,0.38773,272
Office31,resnet,fog_0.07500000000000001,0.82721,5.13959,0.38588,272
Office31,resnet,fog_0.1,0.83456,5.14838,0.38546,272
Office31,resnet,fog_0.125,0.83824,5.15026,0.38443,272
Office31,resnet,fog_0.15000000000000002,0.83088,5.13855,0.36186,272
Office31,resnet,fog_0.17500000000000002,0.82721,5.12699,0.36975,272
Office31,resnet,fog_0.2,0.81618,5.12638,0.37864,272
Office31,resnet,fog_0.225,0.82721,5.12546,0.39248,272
Office31,resnet,fog_0.25,0.82721,5.13239,0.36927,272
Office31,resnet,fog_0.275,0.80882,5.13509,0.3449,272
Office31,resnet,fog_0.30000000000000004,0.81985,5.12443,0.37231,272
Office31,resnet,fog_0.325,0.80882,5.12428,0.36274,272
Office31,resnet,fog_0.35000000000000003,0.81985,5.13851,0.3597,272
Office31,resnet,fog_0.375,0.81618,5.13815,0.37791,272
Office31,resnet,fog_0.4,0.80147,5.13125,0.36759,272
Office31,resnet,fog_0.42500000000000004,0.76103,5.09107,0.37192,272
Office31,resnet,fog_0.45,0.75,5.09592,0.37083,272
Office31,resnet,fog_0.47500000000000003,0.75,5.10025,0.37648,272
Office31,resnet,fog_0.5,0.74632,5.09283,0.36868,272
Office31,resnet,jpeg_0.025,0.82353,5.1408,0.37137,272
Office31,resnet,jpeg_0.05,0.82353,5.13572,0.38441,272
Office31,resnet,jpeg_0.07500000000000001,0.83088,5.14754,0.35751,272
Office31,resnet,jpeg_0.1,0.82353,5.15097,0.3722,272
Office31,resnet,jpeg_0.125,0.82353,5.14033,0.3705,272
Office31,resnet,jpeg_0.15000000000000002,0.82721,5.14544,0.38302,272
Office31,resnet,jpeg_0.17500000000000002,0.81985,5.14233,0.36747,272
Office31,resnet,jpeg_0.2,0.82721,5.1401,0.37348,272
Office31,resnet,jpeg_0.225,0.81618,5.12251,0.37931,272
Office31,resnet,jpeg_0.25,0.82353,5.12853,0.37744,272
Office31,resnet,jpeg_0.275,0.81985,5.13487,0.38018,272
Office31,resnet,jpeg_0.30000000000000004,0.81985,5.12548,0.37951,272
Office31,resnet,jpeg_0.325,0.81985,5.14651,0.36998,272
Office31,resnet,jpeg_0.35000000000000003,0.8125,5.11993,0.37145,272
Office31,resnet,jpeg_0.375,0.81618,5.12622,0.39997,272
Office31,resnet,jpeg_0.4,0.81985,5.13959,0.38661,272
Office31,resnet,jpeg_0.42500000000000004,0.82721,5.15267,0.37886,272
Office31,resnet,jpeg_0.45,0.83088,5.14132,0.362,272
Office31,resnet,jpeg_0.47500000000000003,0.82353,5.14945,0.38474,272
Office31,resnet,jpeg_0.5,0.8125,5.14564,0.37269,272
Office31,vit,ind_val,0.38235,4.83315,0.0,272
Office31,vit,ind_test,0.34926,4.83878,0.31277,272
Office31,vit,dslr,0.07258,2.8505,1.34428,496
Office31,vit,webcam,0.06888,3.9958,0.78582,784
Office31,vit,noise_0.025,0.35294,4.82435,0.31579,272
Office31,vit,noise_0.05,0.35662,4.82201,0.31154,272
Office31,vit,noise_0.07500000000000001,0.35294,4.82335,0.33696,272
Office31,vit,noise_0.1,0.35662,4.79062,0.34054,272
Office31,vit,noise_0.125,0.33824,4.76331,0.34874,272
Office31,vit,noise_0.15000000000000002,0.31618,4.73472,0.37714,272
Office31,vit,noise_0.17500000000000002,0.31985,4.70103,0.37755,272
Office31,vit,noise_0.2,0.30515,4.62608,0.39629,272
Office31,vit,noise_0.225,0.28309,4.62577,0.42781,272
Office31,vit,noise_0.25,0.27941,4.55622,0.45224,272
Office31,vit,noise_0.275,0.24265,4.49627,0.48842,272
Office31,vit,noise_0.30000000000000004,0.19853,4.38647,0.5513,272
Office31,vit,noise_0.325,0.17647,4.23224,0.57975,272
Office31,vit,noise_0.35000000000000003,0.13603,4.08506,0.62006,272
Office31,vit,noise_0.375,0.12132,4.02673,0.64834,272
Office31,vit,noise_0.4,0.11397,3.9118,0.71661,272
Office31,vit,noise_0.42500000000000004,0.10294,3.80168,0.76178,272
Office31,vit,noise_0.45,0.10662,3.70073,0.78158,272
Office31,vit,noise_0.47500000000000003,0.10662,3.54233,0.81685,272
Office31,vit,noise_0.5,0.09191,3.39105,0.90878,272
Office31,vit,multnoise_0.025,0.36765,4.84065,0.32279,272
Office31,vit,multnoise_0.05,0.36029,4.82398,0.32957,272
Office31,vit,multnoise_0.07500000000000001,0.35294,4.81823,0.35984,272
Office31,vit,multnoise_0.1,0.35294,4.82362,0.38958,272
Office31,vit,multnoise_0.125,0.34559,4.75839,0.40567,272
Office31,vit,multnoise_0.15000000000000002,0.31618,4.60385,0.46857,272
Office31,vit,multnoise_0.17500000000000002,0.24632,4.52346,0.46828,272
Office31,vit,multnoise_0.2,0.21324,4.322,0.5357,272
Office31,vit,multnoise_0.225,0.16912,4.16807,0.62003,272
Office31,vit,multnoise_0.25,0.14338,4.05603,0.68446,272
Office31,vit,multnoise_0.275,0.14338,3.78335,0.73217,272
Office31,vit,multnoise_0.30000000000000004,0.12132,3.64404,0.83085,272
Office31,vit,multnoise_0.325,0.12868,3.50776,0.90005,272
Office31,vit,multnoise_0.35000000000000003,0.10662,3.35197,0.95784,272
Office31,vit,multnoise_0.375,0.11029,3.1561,1.01503,272
Office31,vit,multnoise_0.4,0.09926,3.03056,1.06092,272
Office31,vit,multnoise_0.42500000000000004,0.09191,2.93883,1.0996,272
Office31,vit,multnoise_0.45,0.08456,2.86563,1.13757,272
Office31,vit,multnoise_0.47500000000000003,0.08456,2.83419,1.16738,272
Office31,vit,multnoise_0.5,0.08456,2.8081,1.2037,272
Office31,vit,hue_0.025,0.34926,4.85925,0.31672,272
Office31,vit,hue_0.05,0.34191,4.80966,0.31718,272
Office31,vit,hue_0.07500000000000001,0.34926,4.81126,0.30978,272
Office31,vit,hue_0.1,0.33824,4.8502,0.31167,272
Office31,vit,hue_0.125,0.33456,4.80421,0.32721,272
Office31,vit,hue_0.15000000000000002,0.33824,4.77796,0.34112,272
Office31,vit,hue_0.17500000000000002,0.33456,4.74333,0.36867,272
Office31,vit,hue_0.2,0.30882,4.69969,0.37273,272
Office31,vit,hue_0.225,0.33088,4.72531,0.38778,272
Office31,vit,hue_0.25,0.33824,4.73732,0.36628,272
Office31,vit,hue_0.275,0.31618,4.74474,0.42794,272
Office31,vit,hue_0.30000000000000004,0.29412,4.64883,0.4747,272
Office31,vit,hue_0.325,0.27206,4.67269,0.44999,272
Office31,vit,hue_0.35000000000000003,0.23162,4.63713,0.46272,272
Office31,vit,hue_0.375,0.23897,4.64397,0.50168,272
Office31,vit,hue_0.4,0.22794,4.63503,0.49112,272
Office31,vit,hue_0.42500000000000004,0.22059,4.55996,0.49397,272
Office31,vit,hue_0.45,0.20956,4.62248,0.4675,272
Office31,vit,hue_0.47500000000000003,0.18382,4.6525,0.44794,272
Office31,vit,hue_0.5,0.19853,4.64969,0.40631,272
Office31,vit,saltpepper_0.025,0.15441,4.04568,0.83417,272
Office31,vit,saltpepper_0.05,0.15441,4.01334,0.84676,272
Office31,vit,saltpepper_0.07500000000000001,0.13235,3.9852,0.84974,272
Office31,vit,saltpepper_0.1,0.125,3.96644,0.87668,272
Office31,vit,saltpepper_0.125,0.11397,3.94954,0.88284,272
Office31,vit,saltpepper_0.15000000000000002,0.11765,3.95767,0.89149,272
Office31,vit,saltpepper_0.17500000000000002,0.11029,3.89988,0.90185,272
Office31,vit,saltpepper_0.2,0.11765,3.83904,0.91756,272
Office31,vit,saltpepper_0.225,0.11029,3.68499,0.94823,272
Office31,vit,saltpepper_0.25,0.11397,3.74456,0.93162,272
Office31,vit,saltpepper_0.275,0.12132,3.71028,0.93467,272
Office31,vit,saltpepper_0.30000000000000004,0.11397,3.71153,0.94777,272
Office31,vit,saltpepper_0.325,0.11397,3.6925,0.95521,272
Office31,vit,saltpepper_0.35000000000000003,0.11029,3.63857,0.9763,272
Office31,vit,saltpepper_0.375,0.10662,3.68477,0.9615,272
Office31,vit,saltpepper_0.4,0.10662,3.67091,0.96131,272
Office31,vit,saltpepper_0.42500000000000004,0.10294,3.65561,0.96521,272
Office31,vit,saltpepper_0.45,0.09926,3.60908,0.97207,272
Office31,vit,saltpepper_0.47500000000000003,0.08456,3.61184,0.96336,272
Office31,vit,saltpepper_0.5,0.09191,3.58195,0.95977,272
Office31,vit,brightness_0.025,0.36397,4.84358,0.32196,272
Office31,vit,brightness_0.05,0.36029,4.84807,0.32092,272
Office31,vit,brightness_0.07500000000000001,0.34559,4.8409,0.33525,272
Office31,vit,brightness_0.1,0.34559,4.85962,0.35367,272
Office31,vit,brightness_0.125,0.36029,4.85611,0.35181,272
Office31,vit,brightness_0.15000000000000002,0.34926,4.85818,0.37283,272
Office31,vit,brightness_0.17500000000000002,0.34559,4.83186,0.39949,272
Office31,vit,brightness_0.2,0.34559,4.85861,0.37441,272
Office31,vit,brightness_0.225,0.35294,4.82878,0.38412,272
Office31,vit,brightness_0.25,0.30882,4.82587,0.37269,272
Office31,vit,brightness_0.275,0.31618,4.79416,0.35717,272
Office31,vit,brightness_0.30000000000000004,0.33088,4.74037,0.37386,272
Office31,vit,brightness_0.325,0.3125,4.68034,0.38022,272
Office31,vit,brightness_0.35000000000000003,0.32721,4.77763,0.3434,272
Office31,vit,brightness_0.375,0.34559,4.82393,0.38952,272
Office31,vit,brightness_0.4,0.34191,4.82063,0.37261,272
Office31,vit,brightness_0.42500000000000004,0.36397,4.86137,0.35659,272
Office31,vit,brightness_0.45,0.35662,4.84724,0.33336,272
Office31,vit,brightness_0.47500000000000003,0.34559,4.83097,0.30986,272
Office31,vit,brightness_0.5,0.33088,4.7902,0.30502,272
Office31,vit,contrast_0.025,0.35662,4.84418,0.3319,272
Office31,vit,contrast_0.05,0.32353,4.81764,0.33154,272
Office31,vit,contrast_0.07500000000000001,0.32353,4.81017,0.33905,272
Office31,vit,contrast_0.1,0.30882,4.6757,0.44495,272
Office31,vit,contrast_0.125,0.25368,4.59231,0.47657,272
Office31,vit,contrast_0.15000000000000002,0.23897,4.46773,0.50775,272
Office31,vit,contrast_0.17500000000000002,0.23529,4.4604,0.57493,272
Office31,vit,contrast_0.2,0.19118,4.42006,0.60842,272
Office31,vit,contrast_0.225,0.16176,4.28907,0.67294,272
Office31,vit,contrast_0.25,0.15809,4.13474,0.74463,272
Office31,vit,contrast_0.275,0.15074,4.03503,0.75193,272
Office31,vit,contrast_0.30000000000000004,0.11029,3.89996,0.83443,272
Office31,vit,contrast_0.325,0.11029,3.83266,0.90283,272
Office31,vit,contrast_0.35000000000000003,0.10294,3.81845,0.89953,272
Office31,vit,contrast_0.375,0.11397,3.87672,0.87435,272
Office31,vit,contrast_0.4,0.125,3.89664,0.82373,272
Office31,vit,contrast_0.42500000000000004,0.13235,3.93187,0.76451,272
Office31,vit,contrast_0.45,0.16544,4.03333,0.75896,272
Office31,vit,contrast_0.47500000000000003,0.15441,4.12276,0.73982,272
Office31,vit,contrast_0.5,0.15074,4.16659,0.72908,272
Office31,vit,smear_0.025,0.36029,4.81082,0.27886,272
Office31,vit,smear_0.05,0.34926,4.88146,0.32601,272
Office31,vit,smear_0.07500000000000001,0.36029,4.84875,0.31482,272
Office31,vit,smear_0.1,0.34191,4.86695,0.34968,272
Office31,vit,smear_0.125,0.36765,4.74859,0.36009,272
Office31,vit,smear_0.15000000000000002,0.34559,4.79779,0.366,272
Office31,vit,smear_0.17500000000000002,0.32721,4.81035,0.34509,272
Office31,vit,smear_0.2,0.32353,4.82874,0.33887,272
Office31,vit,smear_0.225,0.32721,4.85558,0.3368,272
Office31,vit,smear_0.25,0.30515,4.78594,0.35519,272
Office31,vit,smear_0.275,0.30515,4.78666,0.33626,272
Office31,vit,smear_0.30000000000000004,0.31985,4.75928,0.353,272
Office31,vit,smear_0.325,0.32721,4.72601,0.32937,272
Office31,vit,smear_0.35000000000000003,0.3125,4.74868,0.30433,272
Office31,vit,smear_0.375,0.29412,4.79558,0.31049,272
Office31,vit,smear_0.4,0.30147,4.77413,0.32801,272
Office31,vit,smear_0.42500000000000004,0.30147,4.81439,0.34877,272
Office31,vit,smear_0.45,0.30515,4.77276,0.36087,272
Office31,vit,smear_0.47500000000000003,0.31618,4.73055,0.37191,272
Office31,vit,smear_0.5,0.30147,4.80147,0.3675,272
Office31,vit,fog_0.025,0.35662,4.84932,0.32475,272
Office31,vit,fog_0.05,0.34926,4.83568,0.30429,272
Office31,vit,fog_0.07500000000000001,0.35294,4.83751,0.3309,272
Office31,vit,fog_0.1,0.36029,4.82268,0.32802,272
Office31,vit,fog_0.125,0.35294,4.83762,0.31875,272
Office31,vit,fog_0.15000000000000002,0.36029,4.84077,0.34709,272
Office31,vit,fog_0.17500000000000002,0.35294,4.84421,0.30998,272
Office31,vit,fog_0.2,0.35662,4.83665,0.3256,272
Office31,vit,fog_0.225,0.36765,4.84374,0.32233,272
Office31,vit,fog_0.25,0.35294,4.83176,0.31666,272
Office31,vit,fog_0.275,0.34559,4.84679,0.30412,272
Office31,vit,fog_0.30000000000000004,0.34191,4.84774,0.31918,272
Office31,vit,fog_0.325,0.33824,4.8673,0.30521,272
Office31,vit,fog_0.35000000000000003,0.34191,4.86417,0.31412,272
Office31,vit,fog_0.375,0.34191,4.86558,0.33125,272
Office31,vit,fog_0.4,0.35294,4.84566,0.32956,272
Office31,vit,fog_0.42500000000000004,0.35294,4.84005,0.33455,272
Office31,vit,fog_0.45,0.34191,4.87572,0.33189,272
Office31,vit,fog_0.47500000000000003,0.35662,4.83669,0.31438,272
Office31,vit,fog_0.5,0.34926,4.84101,0.32772,272
Office31,vit,jpeg_0.025,0.375,4.84541,0.31622,272
Office31,vit,jpeg_0.05,0.37132,4.8292,0.33545,272
Office31,vit,jpeg_0.07500000000000001,0.37132,4.83753,0.33081,272
Office31,vit,jpeg_0.1,0.375,4.85114,0.34078,272
Office31,vit,jpeg_0.125,0.36765,4.82899,0.30224,272
Office31,vit,jpeg_0.15000000000000002,0.36029,4.84801,0.34392,272
Office31,vit,jpeg_0.17500000000000002,0.36765,4.82917,0.3278,272
Office31,vit,jpeg_0.2,0.36765,4.8191,0.3342,272
Office31,vit,jpeg_0.225,0.375,4.85407,0.31815,272
Office31,vit,jpeg_0.25,0.375,4.85207,0.3103,272
Office31,vit,jpeg_0.275,0.36397,4.84469,0.31681,272
Office31,vit,jpeg_0.30000000000000004,0.37132,4.85616,0.33767,272
Office31,vit,jpeg_0.325,0.36765,4.81419,0.32206,272
Office31,vit,jpeg_0.35000000000000003,0.36029,4.83719,0.32206,272
Office31,vit,jpeg_0.375,0.36029,4.8382,0.32739,272
Office31,vit,jpeg_0.4,0.37132,4.8287,0.33186,272
Office31,vit,jpeg_0.42500000000000004,0.36397,4.82864,0.34471,272
Office31,vit,jpeg_0.45,0.35662,4.81916,0.34287,272
Office31,vit,jpeg_0.47500000000000003,0.36765,4.8193,0.33361,272
Office31,vit,jpeg_0.5,0.36765,4.85441,0.33689,272
NICO,resnet,ind_val,0.91747,7.29685,0.0,1248
NICO,resnet,ind_test,0.90705,7.38408,0.23556,1248
NICO,resnet,water,0.164,6.1336,0.57412,2000
NICO,resnet,outdoor,0.1785,6.19582,0.50774,2000
NICO,resnet,autumn,0.1615,6.0277,0.74301,2000
NICO,resnet,rock,0.146,5.9683,0.60469,2000
NICO,resnet,grass,0.1675,6.08695,0.57664,2000
NICO,resnet,noise_0.025,0.77564,7.05741,0.39767,1248
NICO,resnet,noise_0.05,0.36699,5.96007,0.83324,1248
NICO,resnet,noise_0.07500000000000001,0.16266,4.93733,1.19181,1248
NICO,resnet,noise_0.1,0.08333,3.88634,1.51379,1248
NICO,resnet,noise_0.125,0.0609,2.92787,1.68077,1248
NICO,resnet,noise_0.15000000000000002,0.05208,2.5301,1.7942,1248
NICO,resnet,noise_0.17500000000000002,0.04728,2.33193,1.81906,1248
NICO,resnet,noise_0.2,0.04327,2.18881,1.82545,1248
NICO,resnet,noise_0.225,0.04087,2.14168,1.80694,1248
NICO,resnet,noise_0.25,0.03686,2.13739,1.77384,1248
NICO,resnet,noise_0.275,0.03526,2.16167,1.76113,1248
NICO,resnet,noise_0.30000000000000004,0.02804,2.1521,1.7841,1248
NICO,resnet,noise_0.325,0.03045,2.15774,1.78838,1248
NICO,resnet,noise_0.35000000000000003,0.03365,2.02481,1.7899,1248
NICO,resnet,noise_0.375,0.03205,1.74391,1.80426,1248
NICO,resnet,noise_0.4,0.02965,1.50649,1.84769,1248
NICO,resnet,noise_0.42500000000000004,0.03285,1.30366,1.86717,1248
NICO,resnet,noise_0.45,0.03285,1.23336,1.87874,1248
NICO,resnet,noise_0.47500000000000003,0.03205,1.18388,1.9038,1248
NICO,resnet,noise_0.5,0.03205,1.13352,1.91699,1248
NICO,resnet,multnoise_0.025,0.79167,7.06856,0.33555,1248
NICO,resnet,multnoise_0.05,0.44471,6.21481,0.7815,1248
NICO,resnet,multnoise_0.07500000000000001,0.26282,5.51317,1.0402,1248
NICO,resnet,multnoise_0.1,0.14583,4.88396,1.24716,1248
NICO,resnet,multnoise_0.125,0.08333,4.18971,1.47521,1248
NICO,resnet,multnoise_0.15000000000000002,0.05769,3.6025,1.62049,1248
NICO,resnet,multnoise_0.17500000000000002,0.04247,3.0979,1.66468,1248
NICO,resnet,multnoise_0.2,0.03686,2.89077,1.69175,1248
NICO,resnet,multnoise_0.225,0.03446,2.72602,1.71226,1248
NICO,resnet,multnoise_0.25,0.03205,2.66955,1.72333,1248
NICO,resnet,multnoise_0.275,0.03125,2.64285,1.72761,1248
NICO,resnet,multnoise_0.30000000000000004,0.02965,2.54562,1.74007,1248
NICO,resnet,multnoise_0.325,0.03125,2.47541,1.74937,1248
NICO,resnet,multnoise_0.35000000000000003,0.03125,2.41982,1.75397,1248
NICO,resnet,multnoise_0.375,0.02965,2.36464,1.75378,1248
NICO,resnet,multnoise_0.4,0.02965,2.28764,1.7549,1248
NICO,resnet,multnoise_0.42500000000000004,0.02804,2.19733,1.7584,1248
NICO,resnet,multnoise_0.45,0.02804,2.13572,1.76731,1248
NICO,resnet,multnoise_0.47500000000000003,0.02564,2.08029,1.77739,1248
NICO,resnet,multnoise_0.5,0.02644,2.01864,1.78592,1248
NICO,resnet,hue_0.025,0.91506,7.3268,0.22551,1248
NICO,resnet,hue_0.05,0.91026,7.31081,0.23038,1248
NICO,resnet,hue_0.07500000000000001,0.87179,7.22244,0.24265,1248
NICO,resnet,hue_0.1,0.81571,7.08653,0.27712,1248
NICO,resnet,hue_0.125,0.73798,6.88912,0.33087,1248
NICO,resnet,hue_0.15000000000000002,0.65545,6.71874,0.38462,1248
NICO,resnet,hue_0.17500000000000002,0.58494,6.5925,0.4507,1248
NICO,resnet,hue_0.2,0.53045,6.48035,0.50077,1248
NICO,resnet,hue_0.225,0.48397,6.3973,0.56301,1248
NICO,resnet,hue_0.25,0.44952,6.27679,0.63058,1248
NICO,resnet,hue_0.275,0.41667,6.15607,0.68597,1248
NICO,resnet,hue_0.30000000000000004,0.38862,6.05649,0.73266,1248
NICO,resnet,hue_0.325,0.36779,5.96326,0.77165,1248
NICO,resnet,hue_0.35000000000000003,0.34295,5.83985,0.81207,1248
NICO,resnet,hue_0.375,0.32051,5.7283,0.85246,1248
NICO,resnet,hue_0.4,0.30048,5.62154,0.88942,1248
NICO,resnet,hue_0.42500000000000004,0.28686,5.54963,0.91226,1248
NICO,resnet,hue_0.45,0.27804,5.51794,0.91134,1248
NICO,resnet,hue_0.47500000000000003,0.27965,5.50198,0.90834,1248
NICO,resnet,hue_0.5,0.27644,5.52107,0.89903,1248
NICO,resnet,saltpepper_0.025,0.03446,2.33091,1.75746,1248
NICO,resnet,saltpepper_0.05,0.03606,2.27878,1.77398,1248
NICO,resnet,saltpepper_0.07500000000000001,0.03446,2.20273,1.78817,1248
NICO,resnet,saltpepper_0.1,0.03205,2.11513,1.80459,1248
NICO,resnet,saltpepper_0.125,0.03285,1.97278,1.82534,1248
NICO,resnet,saltpepper_0.15000000000000002,0.03125,1.82471,1.84503,1248
NICO,resnet,saltpepper_0.17500000000000002,0.02724,1.68964,1.85393,1248
NICO,resnet,saltpepper_0.2,0.02724,1.5484,1.87311,1248
NICO,resnet,saltpepper_0.225,0.02804,1.48027,1.88647,1248
